date,weekday,meal_period,dish_name,dish_category,kitchen_section,estimated_guests,actual_guests,event_type,occupancy_rate,weather,prepared_qty,leftover_qty,leftover_ratio,service_time_remaining,refill_count,waste_level,possible_reason,recommended_action
2025-12-25,Thursday,Lunch,Braised Pork,meat,Hot Kitchen,102,104,normal,0.81,rainy,5.2,2.1,0.4,90,2,High,Low guest demand,Reduce initial quantity
2025-12-12,Friday,Breakfast,Braised Pork,meat,Hot Kitchen,191,204,normal,0.65,rainy,11.6,3.3,0.28,90,1,Medium,Overproduction,Reduce final refill quantity
2026-01-23,Friday,Breakfast,Fried Noodles,staple,Hot Kitchen,158,178,normal,0.63,rainy,11.2,2.0,0.18,45,3,Medium,Demand slowed near the end,Use smaller refill batch
2025-10-22,Wednesday,Breakfast,Chinese Pastry Assortment,pastry,Chinese Pastry,131,111,normal,0.61,cloudy,5.5,1.0,0.18,90,3,Medium,Demand slowed near the end,Use smaller refill batch
2026-02-23,Monday,Lunch,Steamed Dumplings,pastry,Chinese Pastry,216,186,group_tour,0.67,rainy,5.4,1.9,0.35,30,0,Medium,Refilled too late in service,Reduce final refill quantity
2026-01-26,Monday,Dinner,Cold Cucumber Salad,cold dish,Cold Dishes,141,143,normal,0.86,sunny,5.3,2.3,0.43,45,2,High,Low guest demand,Reduce initial quantity
2025-11-16,Sunday,Dinner,Roasted Chicken,meat,Hot Kitchen,120,127,normal,0.85,sunny,9.2,3.0,0.33,60,2,Medium,Overproduction,Use smaller refill batch
2026-02-21,Saturday,Dinner,Cold Cucumber Salad,cold dish,Cold Dishes,279,255,banquet,0.6,sunny,11.0,3.7,0.34,45,1,Medium,Overproduction,Reduce final refill quantity
2026-02-12,Thursday,Breakfast,Roasted Chicken,meat,Hot Kitchen,152,140,banquet,0.77,rainy,5.4,0.6,0.11,90,0,Low,Regular consumption,Maintain current quantity
2025-11-14,Friday,Lunch,Cold Cucumber Salad,cold dish,Cold Dishes,258,280,banquet,0.62,sunny,13.6,2.0,0.15,45,4,Low,Regular consumption,Maintain current quantity
2026-02-16,Monday,Dinner,Steamed Dumplings,pastry,Chinese Pastry,99,81,normal,0.92,rainy,3.3,0.2,0.06,90,2,Low,Regular consumption,Maintain current quantity
2025-10-10,Friday,Breakfast,Steamed Dumplings,pastry,Chinese Pastry,196,195,banquet,0.58,rainy,11.1,3.0,0.27,45,4,Medium,Overproduction,Use smaller refill batch
2025-12-19,Friday,Breakfast,Fried Rice,staple,Hot Kitchen,176,137,group_tour,0.65,rainy,9.3,1.1,0.12,60,3,Low,Regular consumption,Maintain current quantity
2026-03-07,Saturday,Lunch,Cold Cucumber Salad,cold dish,Cold Dishes,229,183,banquet,0.82,cloudy,8.0,2.7,0.34,30,2,Medium,Refilled too late in service,Use smaller refill batch
2025-10-27,Monday,Lunch,Fried Noodles,staple,Hot Kitchen,171,192,banquet,0.66,rainy,8.5,3.4,0.4,60,1,High,Overproduction,Reduce initial quantity
2026-01-30,Friday,Lunch,Fried Rice,staple,Hot Kitchen,189,176,normal,0.92,sunny,11.2,1.7,0.15,15,0,Low,Regular consumption,Maintain current quantity
2026-03-04,Wednesday,Dinner,Braised Pork,meat,Hot Kitchen,87,80,normal,0.45,rainy,3.9,0.5,0.13,45,3,Low,Regular consumption,Maintain current quantity
2026-02-23,Monday,Lunch,Stir-fried Vegetables,vegetable,Hot Kitchen,175,184,normal,0.64,sunny,9.4,1.5,0.16,15,4,Medium,Demand slowed near the end,Use smaller refill batch
2026-01-06,Tuesday,Dinner,Roasted Chicken,meat,Hot Kitchen,271,257,banquet,0.55,sunny,16.0,3.7,0.23,60,2,Medium,Demand slowed near the end,Use smaller refill batch
2025-11-10,Monday,Dinner,Chinese Pastry Assortment,pastry,Chinese Pastry,160,183,normal,0.61,rainy,5.1,1.7,0.33,90,2,Medium,Overproduction,Use smaller refill batch
2026-02-16,Monday,Dinner,Fried Rice,staple,Hot Kitchen,154,135,normal,0.86,cloudy,8.9,3.1,0.35,15,2,Medium,Refilled too late in service,Use smaller refill batch
2026-02-28,Saturday,Breakfast,Chinese Pastry Assortment,pastry,Chinese Pastry,194,194,group_tour,0.69,rainy,7.8,0.5,0.06,30,1,Low,Regular consumption,Maintain current quantity
2025-10-31,Friday,Breakfast,Stir-fried Vegetables,vegetable,Hot Kitchen,112,102,normal,0.53,cloudy,4.0,1.4,0.35,30,0,Medium,Refilled too late in service,Reduce final refill quantity
2026-02-02,Monday,Lunch,Fruit Platter,dessert,Cold Dishes,196,173,normal,0.68,sunny,7.7,2.6,0.34,90,2,Medium,Overproduction,Use smaller refill batch
2025-12-13,Saturday,Lunch,Fruit Platter,dessert,Cold Dishes,113,115,normal,0.84,cloudy,4.0,0.9,0.23,45,4,Medium,Demand slowed near the end,Use smaller refill batch
2026-02-19,Thursday,Lunch,Steamed Fish,seafood,Hot Kitchen,133,150,group_tour,0.6,sunny,11.6,1.4,0.12,60,2,Low,Regular consumption,Maintain current quantity
2026-02-17,Tuesday,Dinner,Congee Side Toppings,side dish,Cold / Prep,210,177,group_tour,0.5,sunny,11.0,1.4,0.13,30,1,Low,Regular consumption,Maintain current quantity
2026-01-31,Saturday,Dinner,Steamed Dumplings,pastry,Chinese Pastry,100,91,group_tour,0.93,sunny,3.2,1.3,0.41,30,3,High,Over-refilled during service,Avoid final refill and reduce next initial quantity
2025-12-15,Monday,Breakfast,Braised Pork,meat,Hot Kitchen,217,226,banquet,0.78,sunny,8.9,3.2,0.36,60,1,High,Overproduction,Reduce initial quantity
2025-11-17,Monday,Lunch,Fried Noodles,staple,Hot Kitchen,134,147,group_tour,0.92,sunny,10.8,1.6,0.15,45,0,Low,Regular consumption,Maintain current quantity
2026-02-19,Thursday,Lunch,Fruit Platter,dessert,Cold Dishes,243,200,banquet,0.88,sunny,7.0,2.3,0.33,45,3,Medium,Overproduction,Use smaller refill batch
2025-12-28,Sunday,Dinner,Congee Side Toppings,side dish,Cold / Prep,163,176,group_tour,0.54,sunny,5.4,2.5,0.46,30,0,High,Refilled too late in service,Avoid final refill and reduce next initial quantity
2025-12-05,Friday,Lunch,Fried Noodles,staple,Hot Kitchen,144,125,normal,0.83,cloudy,5.2,0.7,0.13,30,2,Low,Regular consumption,Maintain current quantity
2025-12-20,Saturday,Lunch,Cold Cucumber Salad,cold dish,Cold Dishes,90,90,group_tour,0.83,rainy,2.7,1.2,0.44,30,1,High,Refilled too late in service,Avoid final refill and reduce next initial quantity
2026-01-27,Tuesday,Dinner,Mixed Seafood,seafood,Hot Kitchen,180,189,normal,0.72,rainy,9.8,3.5,0.36,90,1,High,Low guest demand,Reduce initial quantity
2025-10-23,Thursday,Lunch,Fruit Platter,dessert,Cold Dishes,204,162,normal,0.49,cloudy,6.1,2.5,0.41,90,1,High,Low guest demand,Reduce initial quantity
2026-01-24,Saturday,Dinner,Steamed Dumplings,pastry,Chinese Pastry,190,176,normal,0.69,rainy,6.3,1.6,0.25,60,3,Medium,Demand slowed near the end,Use smaller refill batch
2026-02-23,Monday,Dinner,Fried Rice,staple,Hot Kitchen,125,134,group_tour,0.46,rainy,6.6,1.1,0.17,60,0,Medium,Demand slowed near the end,Reduce final refill quantity
2025-10-19,Sunday,Breakfast,Fruit Platter,dessert,Cold Dishes,214,185,banquet,0.94,sunny,6.1,2.8,0.46,45,3,High,Over-refilled during service,Reduce initial quantity
2026-01-07,Wednesday,Breakfast,Steamed Fish,seafood,Hot Kitchen,94,95,group_tour,0.89,rainy,5.0,1.2,0.24,60,4,Medium,Demand slowed near the end,Use smaller refill batch
2025-11-29,Saturday,Breakfast,Fried Noodles,staple,Hot Kitchen,283,272,wedding,0.79,cloudy,11.7,3.7,0.32,30,2,Medium,Refilled too late in service,Use smaller refill batch
2025-10-31,Friday,Dinner,Fried Noodles,staple,Hot Kitchen,77,60,normal,0.57,sunny,4.4,1.8,0.41,30,0,High,Low guest demand,Avoid final refill and reduce next initial quantity
2025-12-01,Monday,Breakfast,Fruit Platter,dessert,Cold Dishes,134,113,group_tour,0.52,sunny,3.5,1.5,0.43,90,4,High,Over-refilled during service,Reduce initial quantity
2025-12-02,Tuesday,Breakfast,Congee Side Toppings,side dish,Cold / Prep,201,155,wedding,0.56,rainy,6.0,1.6,0.27,60,1,Medium,Overproduction,Reduce final refill quantity
2025-12-30,Tuesday,Dinner,Braised Pork,meat,Hot Kitchen,166,151,normal,0.61,rainy,8.2,1.1,0.13,60,4,Low,Regular consumption,Maintain current quantity
2025-11-29,Saturday,Dinner,Congee Side Toppings,side dish,Cold / Prep,203,185,normal,0.91,cloudy,7.8,2.0,0.26,30,3,Medium,Refilled too late in service,Use smaller refill batch
2026-01-26,Monday,Breakfast,Roasted Chicken,meat,Hot Kitchen,156,159,normal,0.48,sunny,9.1,3.7,0.41,90,1,High,Low guest demand,Reduce initial quantity
2026-02-02,Monday,Lunch,Stir-fried Vegetables,vegetable,Hot Kitchen,108,122,normal,0.56,sunny,6.9,3.6,0.52,30,3,High,Low guest demand,Avoid final refill and reduce next initial quantity
2025-12-03,Wednesday,Lunch,Fruit Platter,dessert,Cold Dishes,151,131,group_tour,0.68,cloudy,6.1,3.5,0.57,15,3,High,Over-refilled during service,Avoid final refill and reduce next initial quantity
2025-12-23,Tuesday,Lunch,Stir-fried Vegetables,vegetable,Hot Kitchen,116,121,normal,0.73,sunny,5.8,1.8,0.31,90,4,Medium,Overproduction,Use smaller refill batch
2025-12-17,Wednesday,Breakfast,Cold Cucumber Salad,cold dish,Cold Dishes,122,115,normal,0.73,cloudy,4.6,2.2,0.48,60,2,High,Low guest demand,Reduce initial quantity
2026-02-05,Thursday,Breakfast,Fried Rice,staple,Hot Kitchen,199,188,group_tour,0.53,cloudy,8.5,0.5,0.06,90,0,Low,Regular consumption,Maintain current quantity
2025-10-22,Wednesday,Breakfast,Braised Pork,meat,Hot Kitchen,119,92,group_tour,0.52,cloudy,5.5,0.4,0.07,45,3,Low,Regular consumption,Maintain current quantity
2026-03-09,Monday,Dinner,Fried Rice,staple,Hot Kitchen,165,124,normal,0.72,sunny,6.2,2.3,0.37,15,2,High,Low guest demand,Avoid final refill and reduce next initial quantity
2026-01-21,Wednesday,Breakfast,Cold Cucumber Salad,cold dish,Cold Dishes,206,175,banquet,0.52,rainy,8.6,3.9,0.45,45,0,High,Overproduction,Reduce initial quantity
2025-12-04,Thursday,Breakfast,Mixed Seafood,seafood,Hot Kitchen,68,53,normal,0.78,sunny,3.1,0.9,0.29,15,0,Medium,Refilled too late in service,Reduce final refill quantity
2025-10-24,Friday,Lunch,Fried Rice,staple,Hot Kitchen,84,93,normal,0.73,cloudy,3.8,0.6,0.16,60,4,Medium,Demand slowed near the end,Use smaller refill batch
2025-10-22,Wednesday,Lunch,Braised Pork,meat,Hot Kitchen,175,132,banquet,0.78,rainy,7.5,2.1,0.28,15,3,Medium,Refilled too late in service,Use smaller refill batch
2026-02-25,Wednesday,Dinner,Steamed Fish,seafood,Hot Kitchen,135,128,banquet,0.64,cloudy,4.8,2.1,0.44,30,3,High,Over-refilled during service,Avoid final refill and reduce next initial quantity
2026-03-09,Monday,Lunch,Chinese Pastry Assortment,pastry,Chinese Pastry,216,204,wedding,0.46,cloudy,9.8,4.2,0.43,30,3,High,Over-refilled during service,Avoid final refill and reduce next initial quantity
2025-10-24,Friday,Lunch,Chinese Pastry Assortment,pastry,Chinese Pastry,128,103,group_tour,0.49,rainy,3.6,0.6,0.17,45,3,Medium,Demand slowed near the end,Use smaller refill batch
2025-10-26,Sunday,Lunch,Fried Noodles,staple,Hot Kitchen,82,67,normal,0.5,cloudy,3.8,0.8,0.21,15,3,Medium,Demand slowed near the end,Use smaller refill batch
2026-03-05,Thursday,Lunch,Roasted Chicken,meat,Hot Kitchen,81,84,normal,0.64,cloudy,5.1,1.2,0.24,90,1,Medium,Demand slowed near the end,Reduce final refill quantity
2026-01-08,Thursday,Breakfast,Cold Cucumber Salad,cold dish,Cold Dishes,76,62,normal,0.7,cloudy,2.5,0.5,0.2,45,0,Medium,Demand slowed near the end,Reduce final refill quantity
2026-03-12,Thursday,Dinner,Fried Rice,staple,Hot Kitchen,137,103,normal,0.5,cloudy,6.5,1.9,0.29,45,3,Medium,Overproduction,Use smaller refill batch
2026-03-04,Wednesday,Lunch,Cold Cucumber Salad,cold dish,Cold Dishes,140,114,normal,0.55,rainy,4.3,2.0,0.47,90,3,High,Low guest demand,Reduce initial quantity
2026-01-11,Sunday,Breakfast,Roasted Chicken,meat,Hot Kitchen,252,257,banquet,0.75,sunny,15.5,4.5,0.29,30,3,Medium,Refilled too late in service,Use smaller refill batch
2025-10-20,Monday,Dinner,Steamed Fish,seafood,Hot Kitchen,124,125,normal,0.6,rainy,6.7,2.7,0.4,60,0,High,Low guest demand,Reduce initial quantity
2026-02-02,Monday,Lunch,Chinese Pastry Assortment,pastry,Chinese Pastry,69,73,normal,0.66,rainy,3.4,0.9,0.26,90,4,Medium,Overproduction,Use smaller refill batch
2025-10-24,Friday,Breakfast,Steamed Dumplings,pastry,Chinese Pastry,216,165,group_tour,0.53,cloudy,5.2,2.0,0.38,45,3,High,Over-refilled during service,Reduce initial quantity
2026-01-21,Wednesday,Breakfast,Steamed Dumplings,pastry,Chinese Pastry,192,186,normal,0.71,sunny,5.0,1.1,0.22,60,2,Medium,Demand slowed near the end,Use smaller refill batch
2026-03-02,Monday,Dinner,Mixed Seafood,seafood,Hot Kitchen,135,123,normal,0.69,sunny,4.8,0.8,0.17,45,1,Medium,Demand slowed near the end,Reduce final refill quantity
2026-01-27,Tuesday,Dinner,Stir-fried Vegetables,vegetable,Hot Kitchen,175,153,normal,0.5,cloudy,7.1,3.3,0.46,15,0,High,Low guest demand,Avoid final refill and reduce next initial quantity
2025-11-14,Friday,Breakfast,Mixed Seafood,seafood,Hot Kitchen,203,186,normal,0.53,rainy,11.2,4.1,0.37,30,1,High,Low guest demand,Avoid final refill and reduce next initial quantity
2025-10-10,Friday,Dinner,Mixed Seafood,seafood,Hot Kitchen,189,195,banquet,0.75,cloudy,13.3,1.1,0.08,90,0,Low,Regular consumption,Maintain current quantity
2026-02-17,Tuesday,Lunch,Cold Cucumber Salad,cold dish,Cold Dishes,185,177,normal,0.51,cloudy,6.9,3.1,0.45,60,4,High,Low guest demand,Reduce initial quantity
2026-03-10,Tuesday,Dinner,Cold Cucumber Salad,cold dish,Cold Dishes,211,165,group_tour,0.91,cloudy,6.4,2.1,0.33,15,2,Medium,Refilled too late in service,Use smaller refill batch
2026-01-18,Sunday,Breakfast,Chinese Pastry Assortment,pastry,Chinese Pastry,197,202,normal,0.54,cloudy,8.6,3.2,0.37,30,4,High,Low guest demand,Avoid final refill and reduce next initial quantity
2026-01-26,Monday,Breakfast,Chinese Pastry Assortment,pastry,Chinese Pastry,188,213,banquet,0.69,sunny,7.5,2.2,0.29,60,3,Medium,Overproduction,Use smaller refill batch
2026-01-24,Saturday,Breakfast,Fried Rice,staple,Hot Kitchen,116,100,normal,0.85,sunny,6.2,1.5,0.24,60,1,Medium,Demand slowed near the end,Reduce final refill quantity
2026-02-06,Friday,Dinner,Fruit Platter,dessert,Cold Dishes,199,214,normal,0.58,sunny,9.7,4.1,0.42,60,0,High,Low guest demand,Reduce initial quantity
2025-12-05,Friday,Breakfast,Congee Side Toppings,side dish,Cold / Prep,82,75,normal,0.88,cloudy,2.7,1.1,0.41,30,1,High,Low guest demand,Avoid final refill and reduce next initial quantity
2025-12-31,Wednesday,Dinner,Mixed Seafood,seafood,Hot Kitchen,112,120,normal,0.76,sunny,5.8,1.5,0.26,45,4,Medium,Overproduction,Use smaller refill batch
2025-11-15,Saturday,Dinner,Roasted Chicken,meat,Hot Kitchen,191,218,normal,0.58,rainy,9.5,5.9,0.62,15,3,High,Low guest demand,Avoid final refill and reduce next initial quantity
2025-11-05,Wednesday,Breakfast,Stir-fried Vegetables,vegetable,Hot Kitchen,160,151,group_tour,0.83,sunny,4.4,0.9,0.2,60,3,Medium,Demand slowed near the end,Use smaller refill batch
2025-10-26,Sunday,Dinner,Steamed Fish,seafood,Hot Kitchen,154,143,group_tour,0.92,rainy,8.0,2.2,0.28,60,0,Medium,Overproduction,Reduce final refill quantity
2026-01-02,Friday,Dinner,Steamed Dumplings,pastry,Chinese Pastry,186,159,normal,0.86,cloudy,4.4,1.6,0.36,30,4,High,Low guest demand,Avoid final refill and reduce next initial quantity
2025-12-29,Monday,Breakfast,Braised Pork,meat,Hot Kitchen,177,133,normal,0.84,rainy,5.3,2.7,0.51,15,3,High,Low guest demand,Avoid final refill and reduce next initial quantity
2025-11-05,Wednesday,Lunch,Braised Pork,meat,Hot Kitchen,152,129,normal,0.5,cloudy,8.4,2.3,0.27,15,1,Medium,Refilled too late in service,Reduce final refill quantity
2025-12-01,Monday,Dinner,Steamed Fish,seafood,Hot Kitchen,182,142,normal,0.45,sunny,7.4,1.6,0.22,15,3,Medium,Demand slowed near the end,Use smaller refill batch
2026-01-19,Monday,Breakfast,Mixed Seafood,seafood,Hot Kitchen,86,68,normal,0.64,sunny,3.7,1.5,0.41,30,3,High,Low guest demand,Avoid final refill and reduce next initial quantity
2025-10-20,Monday,Dinner,Fruit Platter,dessert,Cold Dishes,149,154,normal,0.53,rainy,4.1,1.9,0.46,90,3,High,Low guest demand,Reduce initial quantity
2025-10-28,Tuesday,Breakfast,Cold Cucumber Salad,cold dish,Cold Dishes,169,148,normal,0.63,cloudy,6.3,2.0,0.32,30,0,Medium,Refilled too late in service,Reduce final refill quantity
2026-03-07,Saturday,Dinner,Congee Side Toppings,side dish,Cold / Prep,112,107,normal,0.89,rainy,4.8,2.5,0.52,15,2,High,Low guest demand,Avoid final refill and reduce next initial quantity
2026-01-09,Friday,Breakfast,Steamed Dumplings,pastry,Chinese Pastry,63,72,normal,0.49,rainy,1.6,0.5,0.31,60,4,Medium,Overproduction,Use smaller refill batch
2026-01-31,Saturday,Breakfast,Steamed Dumplings,pastry,Chinese Pastry,70,78,normal,0.58,sunny,2.1,0.9,0.43,90,2,High,Low guest demand,Reduce initial quantity
2026-01-13,Tuesday,Dinner,Steamed Dumplings,pastry,Chinese Pastry,81,70,normal,0.53,rainy,2.0,0.5,0.25,90,1,Medium,Demand slowed near the end,Reduce final refill quantity
2025-10-19,Sunday,Dinner,Congee Side Toppings,side dish,Cold / Prep,82,91,normal,0.48,sunny,4.7,2.1,0.45,45,0,High,Low guest demand,Reduce initial quantity
2025-10-06,Monday,Breakfast,Mixed Seafood,seafood,Hot Kitchen,148,141,group_tour,0.7,sunny,7.1,0.7,0.1,45,1,Low,Regular consumption,Maintain current quantity
2025-12-10,Wednesday,Breakfast,Mixed Seafood,seafood,Hot Kitchen,169,145,group_tour,0.62,sunny,10.7,3.6,0.34,15,4,Medium,Refilled too late in service,Use smaller refill batch
2025-10-17,Friday,Dinner,Fried Rice,staple,Hot Kitchen,86,95,normal,0.58,sunny,4.2,1.3,0.31,15,4,Medium,Refilled too late in service,Use smaller refill batch
2026-01-31,Saturday,Lunch,Roasted Chicken,meat,Hot Kitchen,169,181,banquet,0.92,sunny,9.3,1.3,0.14,45,1,Low,Regular consumption,Maintain current quantity
2025-12-23,Tuesday,Breakfast,Congee Side Toppings,side dish,Cold / Prep,73,59,normal,0.7,sunny,2.5,1.5,0.6,15,3,High,Low guest demand,Avoid final refill and reduce next initial quantity
2025-12-21,Sunday,Breakfast,Roasted Chicken,meat,Hot Kitchen,134,130,normal,0.63,sunny,8.1,2.1,0.26,45,3,Medium,Overproduction,Use smaller refill batch
2026-02-06,Friday,Dinner,Stir-fried Vegetables,vegetable,Hot Kitchen,197,166,banquet,0.53,sunny,7.6,0.4,0.05,45,0,Low,Regular consumption,Maintain current quantity
2026-01-07,Wednesday,Dinner,Mixed Seafood,seafood,Hot Kitchen,120,110,normal,0.71,sunny,5.5,0.5,0.09,45,1,Low,Regular consumption,Maintain current quantity
2025-12-01,Monday,Lunch,Fruit Platter,dessert,Cold Dishes,81,79,group_tour,0.68,cloudy,3.0,1.2,0.4,15,3,High,Over-refilled during service,Avoid final refill and reduce next initial quantity
2025-11-05,Wednesday,Lunch,Stir-fried Vegetables,vegetable,Hot Kitchen,160,164,normal,0.91,cloudy,4.6,0.7,0.15,30,2,Low,Regular consumption,Maintain current quantity
2026-03-01,Sunday,Breakfast,Steamed Dumplings,pastry,Chinese Pastry,164,130,normal,0.68,cloudy,5.7,1.2,0.21,45,3,Medium,Demand slowed near the end,Use smaller refill batch
2025-11-02,Sunday,Breakfast,Steamed Dumplings,pastry,Chinese Pastry,214,163,group_tour,0.86,cloudy,4.4,1.7,0.39,30,0,High,Refilled too late in service,Avoid final refill and reduce next initial quantity
2026-01-12,Monday,Breakfast,Fruit Platter,dessert,Cold Dishes,104,79,group_tour,0.86,cloudy,2.9,0.7,0.24,30,4,Medium,Demand slowed near the end,Use smaller refill batch
2025-11-03,Monday,Breakfast,Fried Noodles,staple,Hot Kitchen,162,145,group_tour,0.52,sunny,7.7,1.1,0.14,90,4,Low,Regular consumption,Maintain current quantity
2025-10-22,Wednesday,Breakfast,Fried Noodles,staple,Hot Kitchen,92,72,normal,0.67,rainy,3.6,1.4,0.39,15,0,High,Low guest demand,Avoid final refill and reduce next initial quantity
2025-10-15,Wednesday,Dinner,Cold Cucumber Salad,cold dish,Cold Dishes,67,60,normal,0.65,rainy,2.3,0.6,0.26,45,1,Medium,Overproduction,Reduce final refill quantity
2025-10-11,Saturday,Dinner,Chinese Pastry Assortment,pastry,Chinese Pastry,165,182,normal,0.6,rainy,4.9,1.6,0.33,30,3,Medium,Refilled too late in service,Use smaller refill batch
2026-02-14,Saturday,Dinner,Stir-fried Vegetables,vegetable,Hot Kitchen,232,218,wedding,0.85,rainy,6.1,1.0,0.16,90,4,Medium,Demand slowed near the end,Use smaller refill batch
2025-12-11,Thursday,Breakfast,Cold Cucumber Salad,cold dish,Cold Dishes,131,101,normal,0.46,sunny,3.3,2.0,0.61,30,4,High,Low guest demand,Avoid final refill and reduce next initial quantity
2025-10-17,Friday,Dinner,Stir-fried Vegetables,vegetable,Hot Kitchen,104,85,group_tour,0.63,cloudy,3.4,0.2,0.06,90,2,Low,Regular consumption,Maintain current quantity
2026-01-01,Thursday,Dinner,Chinese Pastry Assortment,pastry,Chinese Pastry,186,179,normal,0.87,sunny,5.5,1.4,0.25,30,0,Medium,Demand slowed near the end,Reduce final refill quantity
2025-10-08,Wednesday,Lunch,Fruit Platter,dessert,Cold Dishes,93,82,normal,0.55,rainy,4.1,1.7,0.41,15,2,High,Low guest demand,Avoid final refill and reduce next initial quantity
2026-02-14,Saturday,Breakfast,Roasted Chicken,meat,Hot Kitchen,85,75,normal,0.65,rainy,5.1,1.4,0.27,60,3,Medium,Overproduction,Use smaller refill batch
2025-11-16,Sunday,Dinner,Mixed Seafood,seafood,Hot Kitchen,117,118,group_tour,0.84,rainy,5.3,0.9,0.17,30,2,Medium,Demand slowed near the end,Use smaller refill batch
2026-02-26,Thursday,Dinner,Steamed Fish,seafood,Hot Kitchen,216,181,normal,0.61,rainy,10.8,3.4,0.31,45,1,Medium,Overproduction,Reduce final refill quantity
2025-12-02,Tuesday,Lunch,Roasted Chicken,meat,Hot Kitchen,145,134,normal,0.86,sunny,7.6,1.1,0.14,45,0,Low,Regular consumption,Maintain current quantity
2025-10-30,Thursday,Breakfast,Mixed Seafood,seafood,Hot Kitchen,102,112,normal,0.82,cloudy,5.9,0.5,0.08,60,4,Low,Regular consumption,Maintain current quantity
